reporting_period,firm_name,firm_group,joint_reporting,product_group,complaints_opened,complaints_closed,pct_closed_3days,pct_closed_3to8weeks,uphold_rate,denominator,source_file
2025H1,Zopa Bank Limited,NO GROUP,no,Banking and credit cards,4637.0,4251.0,0.3357,0.6601,0.3999,4.06,firm-level-complaints-data-2025-h1.xlsx
2025H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Banking and credit cards,0.0,0.0,,,,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Decumulation & pensions,949.0,1008.0,0.248,0.7401,0.3651,3.25,firm-level-complaints-data-2025-h1.xlsx
2025H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Home finance,0.0,0.0,,,,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Insurance & pure protection,2230.0,2260.0,0.2071,0.7876,0.4575,0.73,firm-level-complaints-data-2025-h1.xlsx
2025H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Investments,371.0,388.0,0.201,0.7938,0.4845,5.26,firm-level-complaints-data-2025-h1.xlsx
2025H1,Zurich Insurance Company LTD,ZURICH INSURANCE GROUP AG,no,Insurance & pure protection,2848.0,2914.0,0.1548,0.7598,0.559,,firm-level-complaints-data-2025-h1.xlsx
2025H2,Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,Banking and credit cards,14.0,12.0,0.1667,0.8333,0.8333,1.44,firm-level-complaints-data-2025-h2.xlsx
2025H2,Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,Home finance,936.0,899.0,0.2125,0.7675,0.6363,4.39,firm-level-complaints-data-2025-h2.xlsx
2025H2,Accredited Insurance (europe) LTD,ACCREDITED GROUP,no,Insurance & pure protection,4337.0,4046.0,0.2405,0.74,0.3764,1.57,firm-level-complaints-data-2025-h2.xlsx
2025H2,Acm Ulr Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,636.0,669.0,0.1958,0.7608,0.5845,13.04,firm-level-complaints-data-2025-h2.xlsx
2025H2,Acorn Insurance And Financial Services Limited,ACORN GROUP,no,Insurance & pure protection,766.0,741.0,0.4278,0.5709,0.4723,1.15,firm-level-complaints-data-2025-h2.xlsx
2025H2,Acromas Insurance Company Limited,SAGA PLC,no,Insurance & pure protection,1840.0,1781.0,0.3307,0.6513,0.4975,0.69,firm-level-complaints-data-2025-h2.xlsx
2025H2,Admiral Financial Services Limited,ADMIRAL GROUP PLC,no,Home finance,16.0,14.0,0.4286,0.5714,0.8571,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Adrian Flux Insurance Services Group,NO GROUP,no,Insurance & pure protection,2518.0,2500.0,0.94,0.0584,0.214,2.71,firm-level-complaints-data-2025-h2.xlsx
2025H2,Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,no,Insurance & pure protection,651.0,671.0,0.1684,0.766,0.6542,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ageas Insurance Limited,AGEAS SA-NV,no,Insurance & pure protection,4403.0,4463.0,0.2911,0.6458,0.5416,1.03,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ageas Retail Limited,AGEAS SA-NV,no,Insurance & pure protection,909.0,888.0,0.4887,0.5079,0.5113,1.34,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,yes,Insurance & pure protection,1554.0,1497.0,0.2692,0.7188,0.4676,5.07,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aj Bell Management Limited,AJ BELL GROUP,no,Decumulation & pensions,1051.0,1043.0,0.3739,0.6242,0.534,3.81,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aj Bell Securities Limited,AJ BELL GROUP,no,Banking and credit cards,44.0,44.0,0.5,0.5,0.6818,16.5,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aj Bell Securities Limited,AJ BELL GROUP,no,Decumulation & pensions,316.0,303.0,0.3432,0.6568,0.4818,1.14,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aj Bell Securities Limited,AJ BELL GROUP,no,Investments,1140.0,1127.0,0.3744,0.6247,0.5102,2.09,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aldermore Bank PLC,FIRSTRAND LIMITED,no,Banking and credit cards,754.0,706.0,0.5085,0.4802,0.7082,1.69,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aldermore Bank PLC,FIRSTRAND LIMITED,no,Home finance,691.0,656.0,0.2607,0.718,0.7058,13.31,firm-level-complaints-data-2025-h2.xlsx
2025H2,Allianz Insurance PLC,ALLIANZ GROUP,no,Insurance & pure protection,2908.0,2889.0,0.2288,0.7549,0.5725,0.56,firm-level-complaints-data-2025-h2.xlsx
2025H2,American Express Services Europe Limited,AMERICAN EXPRESS,no,Banking and credit cards,14708.0,14248.0,0.1829,0.81,0.3326,4.29,firm-level-complaints-data-2025-h2.xlsx
2025H2,American Express Services Europe Limited,AMERICAN EXPRESS,no,Insurance & pure protection,106.0,78.0,0.0128,0.9359,0.0897,0.03,firm-level-complaints-data-2025-h2.xlsx
2025H2,American International Group UK Limited,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",no,Insurance & pure protection,955.0,929.0,0.1808,0.8105,0.5318,0.2,firm-level-complaints-data-2025-h2.xlsx
2025H2,Amtrust Specialty Limited,AMTRUST INTERNATIONAL,no,Insurance & pure protection,1976.0,1994.0,0.0863,0.8325,0.5025,0.36,firm-level-complaints-data-2025-h2.xlsx
2025H2,Animal Friends Insurance Services Limited,NO GROUP,no,Insurance & pure protection,3482.0,3575.0,0.2078,0.791,0.5631,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Antares Insurance Company Limited,QIC CAPITAL LLC,no,Insurance & pure protection,650.0,594.0,0.2222,0.7677,0.5152,3.29,firm-level-complaints-data-2025-h2.xlsx
2025H2,Arag Legal Expenses Insurance Company Limited,ARAG PLC,no,Insurance & pure protection,2976.0,2728.0,0.2427,0.7115,0.5326,0.31,firm-level-complaints-data-2025-h2.xlsx
2025H2,Arthur J. Gallagher Insurance Brokers Limited,GALLAGHER GROUP,yes,Insurance & pure protection,977.0,1004.0,0.3317,0.6474,0.6195,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ascent Performance Group Limited,not on previous list,no,Banking and credit cards,68.0,72.0,0.0833,0.9167,0.2778,10.1,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ascent Performance Group Limited,not on previous list,no,Home finance,446.0,471.0,0.104,0.896,0.3057,38.9,firm-level-complaints-data-2025-h2.xlsx
2025H2,Assurant General Insurance Limited,ASSURANT INC,no,Insurance & pure protection,6731.0,6825.0,0.65,0.3408,0.4607,1.18,firm-level-complaints-data-2025-h2.xlsx
2025H2,Astrenska Insurance Limited,COLLINSON GROUP,no,Insurance & pure protection,2862.0,2483.0,0.1599,0.8099,0.561,0.52,firm-level-complaints-data-2025-h2.xlsx
2025H2,Asurion Europe Limited,ASURION,no,Insurance & pure protection,1566.0,1571.0,0.38,0.62,0.1719,2.24,firm-level-complaints-data-2025-h2.xlsx
2025H2,Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,8517.0,8470.0,0.7627,0.2351,0.4365,4.22,firm-level-complaints-data-2025-h2.xlsx
2025H2,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Insurance & pure protection,6657.0,6486.0,0.5681,0.3791,0.4172,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Avantia Insurance Limited,AVANTIA GROUP,no,Insurance & pure protection,1100.0,1089.0,0.7971,0.202,0.3893,3.17,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Health UK Limited,AVIVA PLC,no,Insurance & pure protection,1236.0,1276.0,0.4937,0.4749,0.2704,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Insurance Limited,AVIVA PLC,no,Insurance & pure protection,49795.0,50156.0,0.4349,0.5418,0.5627,2.72,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Life Services UK Limited,AVIVA PLC,no,Decumulation & pensions,17892.0,17930.0,0.2642,0.659,0.6841,2.11,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Life Services UK Limited,AVIVA PLC,no,Home finance,730.0,757.0,0.1572,0.745,0.4016,7.84,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Life Services UK Limited,AVIVA PLC,no,Insurance & pure protection,4523.0,4360.0,0.2255,0.6693,0.5883,1.22,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Life Services UK Limited,AVIVA PLC,no,Investments,2986.0,2955.0,0.2345,0.5834,0.7668,2.88,firm-level-complaints-data-2025-h2.xlsx
2025H2,Aviva Protection UK Limited,AVIVA PLC,no,Insurance & pure protection,760.0,698.0,0.1275,0.7264,0.4986,0.62,firm-level-complaints-data-2025-h2.xlsx
2025H2,Awp Assistance UK LTD,ALLIANZ GROUP,yes,Insurance & pure protection,3144.0,2981.0,0.1546,0.8407,0.797,0.63,firm-level-complaints-data-2025-h2.xlsx
2025H2,Awp P&c S.a.,ALLIANZ GROUP,yes,Insurance & pure protection,2042.0,1919.0,0.1073,0.8749,0.3585,0.41,firm-level-complaints-data-2025-h2.xlsx
2025H2,Axa Insurance Designated Activity Company,AXA GROUP,no,Insurance & pure protection,1817.0,1842.0,0.8447,0.1216,0.5684,7.52,firm-level-complaints-data-2025-h2.xlsx
2025H2,Axa Insurance UK PLC,AXA GROUP,no,Insurance & pure protection,16052.0,16159.0,0.3117,0.6344,0.5871,4.77,firm-level-complaints-data-2025-h2.xlsx
2025H2,Axa Ppp Healthcare Limited,AXA GROUP,no,Insurance & pure protection,19555.0,20666.0,0.5099,0.4749,0.546,12.25,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Banking and credit cards,1734.0,1785.0,0.5064,0.4667,0.4448,1.85,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Home finance,881.0,959.0,0.2909,0.6382,0.3003,9.88,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Insurance & pure protection,26.0,23.0,,0.8696,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Investments,2.0,2.0,0.5,0.5,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Banking and credit cards,67071.0,64931.0,0.5744,0.2707,0.7015,1.91,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Decumulation & pensions,13.0,10.0,0.0,0.6,0.3,0.1,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Home finance,12223.0,11834.0,0.3852,0.5777,0.5735,5.96,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Insurance & pure protection,171.0,172.0,0.2965,0.6686,0.2384,0.27,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Investments,30.0,30.0,0.1,0.6333,0.3,0.25,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank PLC,BARCLAYS GROUP,no,Banking and credit cards,9293.0,10097.0,0.6906,0.2216,0.6019,7.92,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank PLC,BARCLAYS GROUP,no,Decumulation & pensions,66.0,67.0,0.2687,0.6866,0.6567,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank PLC,BARCLAYS GROUP,no,Home finance,1.0,1.0,,1.0,1.0,1.15,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank PLC,BARCLAYS GROUP,no,Insurance & pure protection,1.0,1.0,,1.0,1.0,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank PLC,BARCLAYS GROUP,no,Investments,1055.0,1189.0,0.2548,0.6468,0.6686,2.11,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank UK PLC,BARCLAYS GROUP,no,Banking and credit cards,80470.0,81076.0,0.5644,0.4248,0.5977,2.01,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank UK PLC,BARCLAYS GROUP,no,Decumulation & pensions,1.0,1.0,1.0,0.0,0.0,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank UK PLC,BARCLAYS GROUP,no,Home finance,5356.0,5721.0,0.4513,0.5293,0.7502,6.01,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank UK PLC,BARCLAYS GROUP,no,Insurance & pure protection,148.0,151.0,0.3841,0.5166,0.2053,0.68,firm-level-complaints-data-2025-h2.xlsx
2025H2,Barclays Bank UK PLC,BARCLAYS GROUP,no,Investments,21.0,23.0,0.2609,0.5652,0.6957,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bisl Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,11577.0,11307.0,0.68,0.3137,0.4572,5.23,firm-level-complaints-data-2025-h2.xlsx
2025H2,British Gas Services Limited,BRITISH GAS,yes,Insurance & pure protection,49016.0,47157.0,0.6879,0.275,0.9307,9.18,firm-level-complaints-data-2025-h2.xlsx
2025H2,Bupa Insurance Services Limited,BUPA GROUP,yes,Insurance & pure protection,28091.0,27518.0,0.5812,0.4162,0.5713,8.17,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cabot Credit Management Group Limited,ENCORE CAPITAL GROUP,no,Home finance,35.0,44.0,0.1818,0.7045,0.5227,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Caf Bank Limited,CHARITIES AID FOUNDATION,no,Banking and credit cards,1060.0,1049.0,0.0744,0.918,0.9018,40.86,firm-level-complaints-data-2025-h2.xlsx
2025H2,Call Assist Limited,NO GROUP,no,Insurance & pure protection,724.0,732.0,0.2459,0.7514,0.3784,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Canada Life Limited,CANADA LIFE,no,Decumulation & pensions,324.0,288.0,0.1319,0.8229,0.7813,0.72,firm-level-complaints-data-2025-h2.xlsx
2025H2,Canada Life Limited,CANADA LIFE,no,Insurance & pure protection,183.0,184.0,0.2826,0.6196,0.5815,0.07,firm-level-complaints-data-2025-h2.xlsx
2025H2,Canada Life Limited,CANADA LIFE,no,Investments,39.0,42.0,0.3095,0.6667,0.5,2.8,firm-level-complaints-data-2025-h2.xlsx
2025H2,Capital One (europe) PLC,CAPITAL ONE FINANCIAL CORPORATION,no,Banking and credit cards,30573.0,30522.0,0.2137,0.7751,0.3429,5.34,firm-level-complaints-data-2025-h2.xlsx
2025H2,Capital One (europe) PLC,CAPITAL ONE FINANCIAL CORPORATION,no,Insurance & pure protection,20.0,27.0,0.0741,0.5926,0.1481,0.01,firm-level-complaints-data-2025-h2.xlsx
2025H2,Car Care Plan Limited,NO GROUP,yes,Insurance & pure protection,876.0,891.0,0.4927,0.5073,0.2334,1.16,firm-level-complaints-data-2025-h2.xlsx
2025H2,Carfinance247 Limited,247 MONEY GROUP,no,Insurance & pure protection,199.0,208.0,0.0913,0.9038,0.3462,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Carmoola Limited,NO GROUP,,Insurance & pure protection,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Carole Nash Insurance Consultants Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,2650.0,2669.0,0.7497,0.2499,0.4402,5.38,firm-level-complaints-data-2025-h2.xlsx
2025H2,Castelan Limited,CASTELAN GROUP,no,Insurance & pure protection,742.0,745.0,0.2631,0.6738,0.4577,0.36,firm-level-complaints-data-2025-h2.xlsx
2025H2,Casualty & General Insurance Company (europe) LTD,NO GROUP,no,Insurance & pure protection,1027.0,907.0,0.0849,0.7828,0.3859,7.22,firm-level-complaints-data-2025-h2.xlsx
2025H2,Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,Banking and credit cards,753.0,717.0,0.3989,0.5997,0.5258,2.69,firm-level-complaints-data-2025-h2.xlsx
2025H2,Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,Home finance,1081.0,1191.0,0.2527,0.738,0.3862,17.79,firm-level-complaints-data-2025-h2.xlsx
2025H2,Chubb European Group Se,CHUBB LIMITED,no,Insurance & pure protection,4417.0,4458.0,0.1759,0.7815,0.6427,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Clearbank Limited,CLEARBANK GROUP,no,Banking and credit cards,3339.0,3523.0,0.4224,0.5768,0.5711,0.98,firm-level-complaints-data-2025-h2.xlsx
2025H2,Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,Banking and credit cards,377.0,381.0,0.3071,0.685,0.0,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,Insurance & pure protection,5.0,5.0,0.8,0.2,0.6,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Clydesdale Bank PLC,NATIONWIDE BUILDING SOCIETY,yes,Banking and credit cards,31993.0,32307.0,0.5082,0.4753,0.6406,3.77,firm-level-complaints-data-2025-h2.xlsx
2025H2,Clydesdale Bank PLC,NATIONWIDE BUILDING SOCIETY,yes,Decumulation & pensions,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Clydesdale Bank PLC,NATIONWIDE BUILDING SOCIETY,yes,Home finance,2174.0,2186.0,0.151,0.796,0.6473,6.82,firm-level-complaints-data-2025-h2.xlsx
2025H2,Clydesdale Bank PLC,NATIONWIDE BUILDING SOCIETY,yes,Insurance & pure protection,15.0,20.0,0.3,0.5,0.55,0.19,firm-level-complaints-data-2025-h2.xlsx
2025H2,Clydesdale Bank PLC,NATIONWIDE BUILDING SOCIETY,yes,Investments,3.0,2.0,0.0,1.0,0.5,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cofunds Limited,AEGON N.V.,no,Banking and credit cards,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cofunds Limited,AEGON N.V.,no,Decumulation & pensions,87.0,72.0,0.2639,0.7361,0.5,4.28,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cofunds Limited,AEGON N.V.,no,Home finance,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cofunds Limited,AEGON N.V.,no,Insurance & pure protection,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cofunds Limited,AEGON N.V.,no,Investments,685.0,693.0,0.1342,0.8543,0.518,0.92,firm-level-complaints-data-2025-h2.xlsx
2025H2,Complete Cover Group LTD,COMPLETE COVER GROUP,no,Insurance & pure protection,560.0,594.0,0.4815,0.5185,0.4192,17.64,firm-level-complaints-data-2025-h2.xlsx
2025H2,Connells Limited,SKIPTON BUILDING SOCIETY,no,Home finance,478.0,485.0,0.0392,0.9464,0.4639,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Connells Limited,SKIPTON BUILDING SOCIETY,no,Insurance & pure protection,130.0,130.0,0.0615,0.9385,0.2846,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Countrywide Assured PLC,CHESNARA PLC,no,Decumulation & pensions,462.0,399.0,0.416,0.391,0.4361,4.22,firm-level-complaints-data-2025-h2.xlsx
2025H2,Countrywide Assured PLC,CHESNARA PLC,no,Insurance & pure protection,253.0,243.0,0.1481,0.6626,0.3704,2.39,firm-level-complaints-data-2025-h2.xlsx
2025H2,Countrywide Assured PLC,CHESNARA PLC,no,Investments,72.0,60.0,0.05,0.7667,0.65,4.85,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coutts & Company,NATWEST GROUP,no,Banking and credit cards,1603.0,1612.0,0.4138,0.5806,0.4404,5.45,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coutts & Company,NATWEST GROUP,no,Decumulation & pensions,23.0,20.0,0.0,0.75,0.9,4.84,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coutts & Company,NATWEST GROUP,no,Home finance,107.0,103.0,0.1553,0.7767,0.5728,9.46,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coutts & Company,NATWEST GROUP,no,Insurance & pure protection,13.0,13.0,0.2308,0.6923,0.2308,0.84,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coutts & Company,NATWEST GROUP,no,Investments,99.0,101.0,0.1386,0.703,0.7327,1.93,firm-level-complaints-data-2025-h2.xlsx
2025H2,Covea Insurance PLC,COVEA GROUP,yes,Insurance & pure protection,2497.0,2545.0,0.1792,0.7591,0.4927,1.79,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coventry Building Society,COVENTRY BUILDING SOCIETY,yes,Banking and credit cards,3403.0,3485.0,0.606,0.3937,0.5954,1.28,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coventry Building Society,COVENTRY BUILDING SOCIETY,yes,Home finance,740.0,764.0,0.5288,0.4699,0.6832,2.1,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coventry Building Society,COVENTRY BUILDING SOCIETY,yes,Insurance & pure protection,1.0,1.0,0.0,1.0,1.0,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Coventry Building Society,COVENTRY BUILDING SOCIETY,yes,Investments,1.0,1.0,0.0,1.0,0.0,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Creation Consumer Finance Limited,BNP PARIBAS GROUP,no,Banking and credit cards,10537.0,3740.0,0.0866,0.8131,0.4112,4.04,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cynergy Bank PLC,CYNERGY CAPITAL LTD,no,Banking and credit cards,695.0,568.0,0.0229,0.9736,0.8011,3.47,firm-level-complaints-data-2025-h2.xlsx
2025H2,Cynergy Bank PLC,CYNERGY CAPITAL LTD,no,Home finance,6.0,6.0,0.0,0.8333,0.6667,5.24,firm-level-complaints-data-2025-h2.xlsx
2025H2,Domestic & General Insurance PLC,DOMESTIC & GENERAL GROUP,no,Insurance & pure protection,56025.0,55887.0,0.7495,0.2392,0.5222,4.57,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ebs Pensions Limited,LLOYDS BANKING GROUP PLC,no,Banking and credit cards,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ebs Pensions Limited,LLOYDS BANKING GROUP PLC,no,Decumulation & pensions,1176.0,776.0,0.0064,0.4008,0.9317,34.21,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ebs Pensions Limited,LLOYDS BANKING GROUP PLC,no,Home finance,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ebs Pensions Limited,LLOYDS BANKING GROUP PLC,no,Insurance & pure protection,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ebs Pensions Limited,LLOYDS BANKING GROUP PLC,no,Investments,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Elderbridge Limited,TECH MAHINDRA LIMITED,no,Home finance,758.0,781.0,0.0487,0.8079,0.5109,49.51,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,no,Banking and credit cards,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,no,Decumulation & pensions,419.0,429.0,0.4336,0.5408,0.7622,3.35,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,no,Home finance,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,no,Insurance & pure protection,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,no,Investments,340.0,331.0,0.3867,0.5468,0.6828,1.36,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Services Limited,LLOYDS BANKING GROUP PLC,no,Banking and credit cards,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Services Limited,LLOYDS BANKING GROUP PLC,no,Decumulation & pensions,730.0,432.0,0.0139,0.3403,0.9167,14.23,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Services Limited,LLOYDS BANKING GROUP PLC,no,Home finance,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Services Limited,LLOYDS BANKING GROUP PLC,no,Insurance & pure protection,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Embark Services Limited,LLOYDS BANKING GROUP PLC,no,Investments,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,Decumulation & pensions,11.0,11.0,0.0,1.0,0.2727,24.83,firm-level-complaints-data-2025-h2.xlsx
2025H2,Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,Investments,2864.0,2814.0,0.3831,0.6155,0.3539,0.48,firm-level-complaints-data-2025-h2.xlsx
2025H2,Ergo Travel Insurance Services LTD,MUNICH RE,no,Insurance & pure protection,4524.0,4190.0,0.1449,0.7821,0.6239,4.01,firm-level-complaints-data-2025-h2.xlsx
2025H2,Esure Insurance Limited,ESURE GROUP PLC,no,Insurance & pure protection,11352.0,11394.0,0.4454,0.5062,0.7024,2.62,firm-level-complaints-data-2025-h2.xlsx
2025H2,Etoro (uk) Limited,ETORO GROUP LTD,no,Investments,504.0,514.0,0.5856,0.3949,0.0331,1.72,firm-level-complaints-data-2025-h2.xlsx
2025H2,Eui Limited,ADMIRAL GROUP PLC,yes,Insurance & pure protection,60221.0,60383.0,0.4757,0.4601,0.6386,3.47,firm-level-complaints-data-2025-h2.xlsx
2025H2,Eversure Limited,NO GROUP,no,Insurance & pure protection,612.0,662.0,0.281,0.7009,0.1193,1.31,firm-level-complaints-data-2025-h2.xlsx
2025H2,Evolution Insurance Company Limited,NO GROUP,no,Insurance & pure protection,582.0,579.0,0.3869,0.5423,0.266,0.81,firm-level-complaints-data-2025-h2.xlsx
2025H2,Exeter Friendly Society Limited,NO GROUP,no,Insurance & pure protection,1050.0,1050.0,0.8629,0.1352,0.1581,6.93,firm-level-complaints-data-2025-h2.xlsx
2025H2,Experian Limited,EXPERIAN PLC,no,Home finance,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Experian Limited,EXPERIAN PLC,no,Insurance & pure protection,1.0,1.0,0.0,1.0,0.0,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Extracover Limited,NO GROUP,no,Insurance & pure protection,1114.0,1104.0,0.4067,0.5933,0.2889,0.16,firm-level-complaints-data-2025-h2.xlsx
2025H2,Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,Banking and credit cards,416.0,429.0,0.5338,0.4662,0.3403,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,Investments,492.0,509.0,0.4244,0.5697,0.4676,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Fce Bank PLC,FORD MOTOR CO,no,Banking and credit cards,154.0,169.0,0.497,0.503,0.5562,,firm-level-complaints-data-2025-h2.xlsx
2025H2,Fce Bank PLC,FORD MOTOR CO,no,Decumulation & pensions,0.0,0.0,,,,,firm-level-complaints-data-2025-h2.xlsx
